codigo_ocupacion,nombre_ocupacion
"8283","Montador, prótesis auditivas"
"8283","Montador, receptores de radio"
"8283","Montador, receptores de televisión"
"7432","Montador, redes de seguridad"
"8283","Montador, relojería"
"7442","Montador, suelas"
"7129","Montador, tarugos/construcción"
"7132","Montador, tejas"
"8283","Montador, tubos electrónicos"
"8281","Montador, turbinas"
"8281","Montador, vehículos"
"7233","Montador-instalador, maquinaria"
"6154","Montero"
"2444","Morfólogo"
"7132","Mosaista"
"8321","Motociclista-mensajero"
"8321","Motociclista-repartidor"
"7431","Motoso, repasador de seda"
"9211","Mozo de cuadra"
"9151","Mozo de cuerda"
"9211","Mozo de labranza"
"9211","Mozo de labranza, cítricos"
"9211","Mozo de labranza, cosechador"
"9211","Mozo de labranza, cosechador/algodón"
"9211","Mozo de labranza, cosechador/frutos"
"9211","Mozo de labranza, cosechador/huertos"
"9211","Mozo de labranza, cosechador/té"
"9211","Mozo de labranza, cría de ganado"
"9211","Mozo de labranza, cultivo extensivo"
"9211","Mozo de labranza, ganado"
"9211","Mozo de labranza, ganado bovino"
"9211","Mozo de labranza, ganado ovino"
"9132","Mozo de limpieza, hoteles"
"9132","Mozo de limpieza, oficinas"
"9131","Mucama"
"7422","Mueblista"
"9131","Mujer de limpieza, hogares"
"9132","Mujer de limpieza, hoteles"
"9132","Mujer de limpieza, oficinas"
"3473","Músico, ambulante"
"3473","Músico, cabaret"
"5131","Nana"
"7431","Napador, fibras textiles"
"3241","Naturópata"
"3412","Negociador, seguros"
"2221","Neurocirujano"
"2221","Neurólogo"
"2212","Neuropatólogo"
"5131","Niñera"
"8223","Niquelador"
"8123","Normalizador, metales"
"2429","Notario"
"2451","Novelista"
"5152","Numerólogo"
"5152","Numeromántico"
"3223","Nutriólogo, salud pública"
"2460","Obispo"
"2453","Oboísta"
"2221","Obstetra"
"2114","Oceanógrafo, geofísica"
"2114","Oceanógrafo, geología"
"2222","Odontólogo"
"2222","Odontólogo, salud pública"
"3141","Oficial maquinista, barco"
"3143","Oficial mecánico, vuelo"
"3143","Oficial navegante, aeronave"
"3142","Oficial, cubierta"
"3449","Oficial, estado civil"
"3142","Oficial, navegación"
"5162","Oficial, policía"
"3432","Oficial, sala de tribunales"
"4111","Oficinista-mecanógrafo"
"2221","Oftalmólogo"
"6154","Ojeador"
"2213","Oleicultor"
"5152","Oniromántico"
"8278","Operador de alambique, bebidas alcohólicas"
"8221","Operador de alambique, perfumería"
"8154","Operador de alambique, procesos químicos (excepto petróleo y gas"
"8154","Operador de alambique, trementina"
"8154","Operador de aparato, conversión/procesos químicos (excepto"
"8154","Operador de aparato, reacción-conversión/procesos químicos"
"8275","Operador de autoclave, aceites y grasas"
"8271","Operador de autoclave, carne y pescado"
"8275","Operador de autoclave, frutas"
"8275","Operador de autoclave, legumbres y verduras"
"8154","Operador de autoclave, procesos químicos (excepto petróleo y gas"
"8231","Operador de calandria, caucho"
"8264","Operador de calandria, prendas de vestir"
"8264","Operador de calandria, productos textiles"
"8264","Operador de calandria, tejidos"
"8152","Operador de calcinadora, tratamientos químicos y similares"
"8162","Operador de caldera, buque"
"8152","Operador de caldera, calcinación/tratamientos químicos y similares"
"8152","Operador de caldera, tratamientos químicos y similares"
"8155","Operador de destilería, refinación/petróleo y gas natural"
"8312","Operador de enganche, vagones de tren"
"8275","Operador de equipo, evaporación/extractos de alimentos"
"8152","Operador de horno, autoclave/tratamientos químicos y similares"
"8131","Operador de horno, baldosas"
"8131","Operador de horno, briquetas"
"8152","Operador de horno, calcinación/tratamientos químicos y similares"
"8123","Operador de horno, carbocementación/metales"
"8123","Operador de horno, cementación/metales"
"8131","Operador de horno, cerámica y porcelana"
"8152","Operador de horno, cocimiento/tratamientos químicos y similares"
"8159","Operador de horno, coque"
"8131","Operador de horno, fabricación de vidrio"
"8139","Operador de horno, frita de esmalte"
"8131","Operador de horno, fundición/vidrio"
"8131","Operador de horno, horno de loza abizcochada/loza y porcelana"
"8159","Operador de horno, horno de retorta"
"8131","Operador de horno, horno de secado/loza y porcelana"
"8131","Operador de horno, horno de secado/tejas"
"8131","Operador de horno, horno de vidriar/loza y porcelana"
"8131","Operador de horno, horno de vidriar/tejas"
"8131","Operador de horno, ladrillos y tejas"
"8131","Operador de horno, loza y porcelana"
"8123","Operador de horno, recocido/metales"
"8131","Operador de horno, recocido/vidrio"
"8152","Operador de horno, retorta/tratamientos químicos y similares"
"8278","Operador de horno, secado/malta"
"8131","Operador de horno, tejas"
"8131","Operador de horno, tejas y ladrillos"
"8123","Operador de horno, templado/metales"
"8131","Operador de horno, temple/vidrio"
"8123","Operador de horno, tratamiento térmico/metales"
"8152","Operador de horno, tratamientos químicos y similares"
"8163","Operador de incinerador, eliminación de residuos"
"8163","Operador de instalaciones, abastecimiento de agua"
"8159","Operador de instalaciones, abonos artificiales"
"8131","Operador de instalaciones, arenado/vidrio"
"8141","Operador de instalaciones, aserradero"
"8159","Operador de instalaciones, blanqueamiento químico"
"8163","Operador de instalaciones, calefacción"
"8161","Operador de instalaciones, central de producción de energía"
"8161","Operador de instalaciones, central eólica/producción de energía"
"8161","Operador de instalaciones, central geotérmica/producción de"
"8161","Operador de instalaciones, central hidroeléctrica/producción de"
"8161","Operador de instalaciones, central maremotriz/producción de"
"8161","Operador de instalaciones, central nuclear/producción de energía"
"8161","Operador de instalaciones, central solar/producción de energía"
"8161","Operador de instalaciones, central térmica (producción de energía"
"8161","Operador de instalaciones, central térmica/gas natural (producción"
"8161","Operador de instalaciones, central termoeléctrica"
"8163","Operador de instalaciones, depuración de agua"
"8153","Operador de instalaciones, deshidratación/petróleo crudo (campos"
"8221","Operador de instalaciones, destilación/perfumes"
"8155","Operador de instalaciones, desulfuramiento/petróleo y gas natural"
"8278","Operador de instalaciones, elaboración/vino"
"8163","Operador de instalaciones, estación de bombeo/agua"
"8221","Operador de instalaciones, fabricación de granulados/productos"
"8143","Operador de instalaciones, fabricación/papel"
"8143","Operador de instalaciones, fabricación/papel cartón"
"8142","Operador de instalaciones, fabricación/pasta para papel"
"8163","Operador de instalaciones, filtración de agua"
"8163","Operador de instalaciones, incineración/residuos"
"8212","Operador de instalaciones, mezcladora de hormigón"
"8221","Operador de instalaciones, moldeo y compactación/productos"
"8112","Operador de instalaciones, precipitación/minas"
"8112","Operador de instalaciones, precipitación/oro"
"8112","Operador de instalaciones, precipitación/plata"
"8159","Operador de instalaciones, producción de carbón vegetal"
"8152","Operador de instalaciones, producción de cemento"
"8159","Operador de instalaciones, producción de coque"
"8159","Operador de instalaciones, producción de fibras sintéticas"
"8163","Operador de instalaciones, refrigeración"
"8155","Operador de instalaciones, separación de la parafina/refinación"
"8141","Operador de instalaciones, trabajo de la madera"
"8163","Operador de instalaciones, tratamiento de aguas servidas"
"8159","Operador de instalaciones, tratamiento de desechos radiactivos"
"8159","Operador de instalaciones, tratamiento del látex del caucho"
"8153","Operador de instalaciones, tratamiento del petróleo crudo"
"8123","Operador de instalaciones, tratamiento térmico/metales"
"8152","Operador de instalaciones, tratamiento térmico/procesos químicos"
"8159","Operador de instalaciones, tratamientos químicos (células"
"8159","Operador de instalaciones, tratamientos químicos (materias"
"8163","Operador de instalaciones, ventilación"
"8122","Operador de laminadora, acero en caliente"
"8122","Operador de laminadora, acero en frío"
"8122","Operador de laminadora, acero/tren continuo"
"8122","Operador de laminadora, metales"
"8122","Operador de laminadora, metales no ferrosos"
"8122","Operador de laminadora, tubos sin soldadura"
"8240","Operador de máquina, acabado/madera"
"8232","Operador de máquina, acabadora/material plástico"
"8261","Operador de máquina, acondicionadora/fibras"
"8211","Operador de máquina, acuñación/moneda"
"8265","Operador de máquina, adobadora/preparación de cueros"
"8290","Operador de máquina, aglomeradora"
"8290","Operador de máquina, aislación térmica"
"8231","Operador de máquina, amasadora-mezcladora/caucho"
"8232","Operador de máquina, amoladora/material plástico"
"8224","Operador de máquina, ampliación/fotografías"
"8143","Operador de máquina, aprestadora/papel"
"8111","Operador de máquina, arranque continuo/minas"
"8112","Operador de máquina, aserradora/piedra"
"8332","Operador de máquina, asfaltadora"
"8142","Operador de máquina, astilladora de madera/preparación de pasta"
"8261","Operador de máquina, banco de estiraje/fibras textiles"
"8151","Operador de máquina, batidora de hélice/tratamientos químicos y"
"8142","Operador de máquina, batidora/pasta para papel"
"8275","Operador de máquina, blanqueadora/frutas de cáscara seca"
"8142","Operador de máquina, blanqueadora/pasta para papel"
"8264","Operador de máquina, blanqueadora/productos textiles"
"8282","Operador de máquina, bobinadora"
"8282","Operador de máquina, bobinadora/estatores"
"8283","Operador de máquina, bobinadora/filamentos"
"8261","Operador de máquina, bobinadora/hilo e hilaza"
"8282","Operador de máquina, bobinadora/rotores"
"8282","Operador de máquina, bobinadora/transformadores"
"8262","Operador de máquina, bordadora"
"8223","Operador de máquina, bruñidora/metalurgia"
"8281","Operador de máquina, cadenas de montaje/aviones"
"8282","Operador de máquina, cadenas de montaje/excepto vehículos y"
"8281","Operador de máquina, cadenas de montaje/vehículos"
"8143","Operador de máquina, calandria satinadora/papel"
"8290","Operador de máquina, capsuladora"
"8264","Operador de máquina, cargadora/seda"
"8240","Operador de máquina, carpintería mecánica"
"8141","Operador de máquina, cepilladora/madera"
"8112","Operador de máquina, cianurización/metales"
"8278","Operador de máquina, cocción/malta"
"8151","Operador de máquina, composición/tratamientos químicos y similares"
"8274","Operador de máquina, confiterías"
"8271","Operador de máquina, congeladora/carne"
"8275","Operador de máquina, congeladora/fruta"
"8275","Operador de máquina, congeladora/legumbres y verduras"
"8271","Operador de máquina, congeladora/pescado"
"8112","Operador de máquina, cono de separación/minas"
"8271","Operador de máquina, conservadora/carne"
"8275","Operador de máquina, conservadora/fruta"
"8275","Operador de máquina, conservadora/legumbres y verduras"
"8271","Operador de máquina, conservadora/pescado"
"8253","Operador de máquina, cortadora de cajas/cartón"
"8141","Operador de máquina, cortadora/chapas de madera (contrachapado)"
"8265","Operador de máquina, cortadora/cuero"
"7321","Operador de máquina, cortadora/ladrillos y tejas"
"8111","Operador de máquina, cortadora/minas"
"8232","Operador de máquina, cortadora/productos de material plástico"
"8212","Operador de máquina, corte/mosaicos"
"8269","Operador de máquina, corte/patrones (pieles)"
"8269","Operador de máquina, corte/prendas de vestir"
"8212","Operador de máquina, corte/productos de piedra"
"8269","Operador de máquina, corte/productos textiles"
"8112","Operador de máquina, cribas hidráulicas"
"8271","Operador de máquina, curado/carne"
"8265","Operador de máquina, curtiduría"
"8211","Operador de máquina, curvado/metales"
"8240","Operador de máquina, curvadora/madera"
"8131","Operador de máquina, curvadora/vidrio"
"8265","Operador de máquina, depilación/cueros"
"8265","Operador de máquina, descarne/cueros"
"8265","Operador de máquina, descarne/pellejos"
"8273","Operador de máquina, descortezadora/grano"
"8141","Operador de máquina, descortezadora/madera"
"8142","Operador de máquina, desfibradora/preparación de pasta para papel"
"8264","Operador de máquina, desgomadora/seda"
"8275","Operador de máquina, deshidratadora/alimentos"
"8279","Operador de máquina, despalilladora/tabaco"
"8278","Operador de máquina, destilación/bebidas alcohólicas"
"8261","Operador de máquina, devanadora/troquilones (hilos e hilazas)"
"8261","Operador de máquina, doblaje/hilo e hilaza"
"8272","Operador de máquina, elaboración de leche en polvo"
"8278","Operador de máquina, elaboración/bebidas sin alcohol"
"8274","Operador de máquina, elaboración/chocolates"
"8274","Operador de máquina, elaboración/dulces"
"8274","Operador de máquina, elaboración/fideos"
"8274","Operador de máquina, elaboración/pastas alimenticias"
"8274","Operador de máquina, elaboración/pasteles"
"8274","Operador de máquina, elaboración/productos a base de cereales"
"8274","Operador de máquina, elaboración/productos de chocolate"
"8272","Operador de máquina, elaboración/productos lácteos"
"8278","Operador de máquina, elaboración/vinagre"
"8290","Operador de máquina, embaladora"
"8290","Operador de máquina, embotelladora"
"8211","Operador de máquina, embutido/metales"
"8290","Operador de máquina, empalmadora/cabos y cables"
"8223","Operador de máquina, enchapado/metales"
"8264","Operador de máquina, encogedora/productos textiles"
"8252","Operador de máquina, encuadernadora"
"8290","Operador de máquina, enfardadora"
"8212","Operador de máquina, enfoscadora"
"8271","Operador de máquina, enlatadora/carne"
"8275","Operador de máquina, enlatadora/frutas"
"8275","Operador de máquina, enlatadora/legumbres y verduras"
"8271","Operador de máquina, enlatadora/pescado"
"8212","Operador de máquina, escultura mecánica/piedra"
"8131","Operador de máquina, esmaltado/por inmersión"
"8211","Operador de máquina, estampado/metales"
"8252","Operador de máquina, estampadora/encuadernación"
"8253","Operador de máquina, estampadora/papel"
"8271","Operador de máquina, esterilizadora/carne"
"8275","Operador de máquina, esterilizadora/frutas"
"8275","Operador de máquina, esterilizadora/legumbres y verduras"
"8271","Operador de máquina, esterilizadora/pescado"
"8265","Operador de máquina, estirado/pieles"
"8124","Operador de máquina, estiradora/caños sin soldadura"
"8232","Operador de máquina, estiradora/material plástico"
"8124","Operador de máquina, estiradora/metales"
"8131","Operador de máquina, estiradora/tubos de vidrio"
"8124","Operador de máquina, estiradora/tubos sin soldadura"
"8131","Operador de máquina, estiradora/varillas de vidrio"
"8131","Operador de máquina, estiradora/vidrio plano"
"8290","Operador de máquina, etiquetadora"
"8154","Operador de máquina, evaporadora/procesos químicos (excepto"
"8332","Operador de máquina, explanadora"
"8275","Operador de máquina, extracción/aceite de semilla"
"8275","Operador de máquina, extracción/aceites comestibles"
"8113","Operador de máquina, extracción/pozos de petróleo y gas"
"8231","Operador de máquina, extrusora/caucho"
"8232","Operador de máquina, extrusora/material plástico"
"8124","Operador de máquina, extrusora/metales"
"8212","Operador de máquina, fabricación/aglomerados de piedra artificial"
"8211","Operador de máquina, fabricación/agujas"
"8262","Operador de máquina, fabricación/alfombras"
"8253","Operador de máquina, fabricación/artículos (cartón)"
"8253","Operador de máquina, fabricación/artículos (papel acartonado)"
"8253","Operador de máquina, fabricación/artículos (papel)"
"8131","Operador de máquina, fabricación/artículos (vidrio)"
"8253","Operador de máquina, fabricación/bolsas (celofán)"
"8253","Operador de máquina, fabricación/bolsas (politeno)"
"8131","Operador de máquina, fabricación/botellas"
"8229","Operador de máquina, fabricación/bujías"
"8211","Operador de máquina, fabricación/cables"
"8253","Operador de máquina, fabricación/cajas (cartón)"
"8266","Operador de máquina, fabricación/calzado"
"8266","Operador de máquina, fabricación/calzado (deportes)"
"8266","Operador de máquina, fabricación/calzado (ortopédico)"
"8266","Operador de máquina, fabricación/calzado (rafia)"
"8143","Operador de máquina, fabricación/cartón"
"8131","Operador de máquina, fabricación/cerámica"
"8222","Operador de máquina, fabricación/cerillas"
"8279","Operador de máquina, fabricación/cigarrillos"
"8279","Operador de máquina, fabricación/cigarros"
"8269","Operador de máquina, fabricación/colchones"
"8211","Operador de máquina, fabricación/conmutadores"
"8269","Operador de máquina, fabricación/conos de fieltro (sombreros)"
"8221","Operador de máquina, fabricación/cosméticos"
"8221","Operador de máquina, fabricación/detergentes"
"8211","Operador de máquina, fabricación/equipos para deporte (metal)"
"8222","Operador de máquina, fabricación/explosivos"
"8211","Operador de máquina, fabricación/joyas"
"8240","Operador de máquina, fabricación/juguetes (madera)"
"8211","Operador de máquina, fabricación/juguetes (metal)"
"8229","Operador de máquina, fabricación/lápices (mina de plomo)"
"8229","Operador de máquina, fabricación/linóleo"
"8131","Operador de máquina, fabricación/loza y porcelana"
"8211","Operador de máquina, fabricación/machos (fundición)"
"8211","Operador de máquina, fabricación/machos (soplado)"
"8262","Operador de máquina, fabricación/mallas o redes"
"8211","Operador de máquina, fabricación/mandriles (tubos)"
"8240","Operador de máquina, fabricación/material deportivo (madera)"
"8232","Operador de máquina, fabricación/material plástico"
"8240","Operador de máquina, fabricación/muebles"
"8222","Operador de máquina, fabricación/municiones"
"8231","Operador de máquina, fabricación/neumáticos"
"8232","Operador de máquina, fabricación/objetos de caucho"
"8240","Operador de máquina, fabricación/objetos de madera"
"8262","Operador de máquina, fabricación/paños"
"8143","Operador de máquina, fabricación/papel (fase húmeda)"
"8143","Operador de máquina, fabricación/papel (fase seca)"
"8224","Operador de máquina, fabricación/papel fotográfico"
"8212","Operador de máquina, fabricación/papel y tela de esmeril"
"8269","Operador de máquina, fabricación/pasamanería"
"8269","Operador de máquina, fabricación/patrones (cuero)"
"8269","Operador de máquina, fabricación/patrones (prendas de vestir)"
"8269","Operador de máquina, fabricación/patrones (textiles)"
"8224","Operador de máquina, fabricación/película de cine"
"8224","Operador de máquina, fabricación/películas fotográficas"
"8212","Operador de máquina, fabricación/piedra artificial"
"8224","Operador de máquina, fabricación/placas fotográficas"
"8271","Operador de máquina, fabricación/productos de carne"
"8232","Operador de máquina, fabricación/productos de material plástico"
"8271","Operador de máquina, fabricación/productos de pescado"
"8222","Operador de máquina, fabricación/productos de pirotecnia"
"8221","Operador de máquina, fabricación/productos farmacéuticos"
"8211","Operador de máquina, fabricación/relojes"
"8211","Operador de máquina, fabricación/remaches"
"8231","Operador de máquina, fabricación/sellos de caucho"
"8253","Operador de máquina, fabricación/sobres y bolsas (papel)"
"8211","Operador de máquina, fabricación/tornillos"
"8211","Operador de máquina, fabricación/tubos"
"8211","Operador de máquina, fabricación/tuercas"
"8131","Operador de máquina, fabricación/vidrio"
"8266","Operador de máquina, fabricación/zapatos"
"8278","Operador de máquina, fermentación/malta (bebidas alcohólicas)"
"8211","Operador de máquina, forja/metales"
"8253","Operador de máquina, forradora/cartón"
"8211","Operador de máquina, fresadora"
"8141","Operador de máquina, fresadora/madera"
"8251","Operador de máquina, fundición/tipos de imprenta"
"8223","Operador de máquina, galvanizadora/baño caliente"
"8223","Operador de máquina, galvanizadora/metales"
"8223","Operador de máquina, galvanoplastia"
"8262","Operador de máquina, ganchillera"
"8143","Operador de máquina, glaseado/papel"
"8240","Operador de máquina, grabado al ácido/madera"
"8232","Operador de máquina, grabado al ácido/material plástico"
"8131","Operador de máquina, grabado al ácido/vidrio"
"8131","Operador de máquina, grabado/chorro de arena (cerámica)"
"8240","Operador de máquina, grabado/madera"
"8211","Operador de máquina, grabado/metales"
"8212","Operador de máquina, grabado/productos de piedra"
"8131","Operador de máquina, grabado/vidrio"
"8112","Operador de máquina, granuladora/mineral de hierro"
"8261","Operador de máquina, hilado/fibras sintéticas"
"8261","Operador de máquina, hilado/hilo e hilaza"
"8269","Operador de máquina, hormadora/sombreros de fieltro"
"8264","Operador de máquina, impermeabilizadora/paños"
"8264","Operador de máquina, impermeabilizadora/productos textiles"
"8264","Operador de máquina, impermeabilizadora/telas"
"8141","Operador de máquina, impregnadora/madera"
"8251","Operador de máquina, imprenta"
"8251","Operador de máquina, imprenta/fototipia"
"8251","Operador de máquina, imprenta/prensa offset"
"8251","Operador de máquina, impresión/textiles"
"8290","Operador de máquina, instalación de líneas eléctricas"
"8290","Operador de máquina, instalación/cables"
"8290","Operador de máquina, instalación/cables eléctricos"
"8290","Operador de máquina, instalación/conducciones"
"8290","Operador de máquina, instalación/material aislante"
"8290","Operador de máquina, instalación/tuberías"
"8141","Operador de máquina, intercaladora-encoladora/contrachapado)"
"8240","Operador de máquina, labra/madera"
"8112","Operador de máquina, labra/piedra"
"8112","Operador de máquina, labra/pizarra"
"8232","Operador de máquina, laminado/material plástico"
"8131","Operador de máquina, laminadora/lunas (vidrio)"
"8211","Operador de máquina, lapidadora/metales"
"8229","Operador de máquina, lavado/materias químicas y similares"
"8278","Operador de máquina, lavadora/botellas"
"8271","Operador de máquina, lavadora/carcasas"
"8265","Operador de máquina, lavadora/cueros"
"8261","Operador de máquina, lavadora/fibras textiles"
"8275","Operador de máquina, lavadora/frutas"
"8264","Operador de máquina, lavadora/hilados"
"8275","Operador de máquina, lavadora/legumbres y verduras"
"8264","Operador de máquina, lavadora/telas"
"8264","Operador de máquina, lavandería"
"8142","Operador de máquina, lejiadora/pasta para papel"
"8223","Operador de máquina, limpiadora/metales"
"8264","Operador de máquina, limpieza en seco"
"8290","Operador de máquina, llenadora/contenedores"
"8231","Operador de máquina, lustradora/caucho"
"8278","Operador de máquina, malteadora/bebidas alcohólicas"
"8211","Operador de máquina, mandriladora/metal"
"8240","Operador de máquina, marcadora/madera"
"8290","Operador de máquina, marcadora/mercancías"
"8290","Operador de máquina, material de insonorización"
"8261","Operador de máquina, mechera en fino/fibras textiles"
"8139","Operador de máquina, mezcladora de materiales/arcilla"
"8139","Operador de máquina, mezcladora de materiales/barbotín"
"8139","Operador de máquina, mezcladora de materiales/frita de esmalte"
"8139","Operador de máquina, mezcladora de materiales/vidrio"
"8123","Operador de máquina, mezcladora en caliente/metales"
"8277","Operador de máquina, mezcladora/café"
"8231","Operador de máquina, mezcladora/caucho"
"8261","Operador de máquina, mezcladora/fibras textiles"
"8265","Operador de máquina, mezcladora/fieltros"
"8278","Operador de máquina, mezcladora/licores"
"8139","Operador de máquina, mezcladora/materiales abrasivos"
"8279","Operador de máquina, mezcladora/tabaco"
"8277","Operador de máquina, mezcladora/té"
"8151","Operador de máquina, mezcladora/tratamientos químicos y similares"
"8278","Operador de máquina, mezcladora/vinos"
"8231","Operador de máquina, moldeadora/caucho"
"8139","Operador de máquina, moldeadora/extrusión (pasta de arcilla)"
"8232","Operador de máquina, moldeadora/material plástico (inyección)"
"8122","Operador de máquina, moldeadora/metales"
"8231","Operador de máquina, moldeadora/neumáticos"
"8232","Operador de máquina, moldeadora/objetos de material plástico"
"8232","Operador de máquina, moldeadora/objetos de material plástico"
"8151","Operador de máquina, moledora-trituradora/tratamientos químicos"
"8275","Operador de máquina, moledora/almendras"
"8275","Operador de máquina, moledora/semillas oleaginosas"
"8273","Operador de máquina, molienda/arroz"
"8273","Operador de máquina, molienda/cereales"
"8273","Operador de máquina, molienda/especias"
"8273","Operador de máquina, molienda/semillas de mostaza"
"8112","Operador de máquina, molino de bolas/mineral"
"8142","Operador de máquina, molino/pasta para papel"
"8211","Operador de máquina, montaje de calderas"
"8281","Operador de máquina, montaje de vehículos"
"8261","Operador de máquina, napadora/cinta"
"8261","Operador de máquina, napadora/fibras textiles"
"8261","Operador de máquina, napadora/mechas textiles"
"8211","Operador de máquina, oxicortadora de metal"
"8274","Operador de máquina, panaderías"
"8262","Operador de máquina, pasadora de hilos/urdimbre"
"8274","Operador de máquina, pastelerías"
"8272","Operador de máquina, pasteurización/leche"
"8272","Operador de máquina, pasteurización/productos lácteos"
"8332","Operador de máquina, pavimentadora/hormigón"
"8261","Operador de máquina, peinadora/fibras textiles"
"8111","Operador de máquina, perforadora/canteras"
"8131","Operador de máquina, perforadora/cerámica"
"8332","Operador de máquina, perforadora/construcción"
"8141","Operador de máquina, perforadora/madera"
"8111","Operador de máquina, perforadora/minas"
"8131","Operador de máquina, perforadora/vidrio"
"8279","Operador de máquina, picadora/hojas de tabaco"
"8131","Operador de máquina, pintura decorativa/cerámica"
"8131","Operador de máquina, pintura decorativa/vidrio"
"8240","Operador de máquina, pintura/madera"
"8223","Operador de máquina, pintura/metales"
"8264","Operador de máquina, planchado/lavandería"
"8253","Operador de máquina, plegadora/cajas de cartón"
"8112","Operador de máquina, prensa de pellets/mineral"
"8271","Operador de máquina, preparación/carne"
"8265","Operador de máquina, preparación/cueros"
"8139","Operador de máquina, preparación/esmaltes"
"8261","Operador de máquina, preparación/fibras textiles"
"8271","Operador de máquina, preparación/pescado"
"8271","Operador de máquina, procesadora/carne"
"8275","Operador de máquina, procesadora/fruta"
"8275","Operador de máquina, procesadora/frutas de cascara seca"
"8275","Operador de máquina, procesadora/legumbres y verduras"
"8275","Operador de máquina, procesadora/margarina"
"8271","Operador de máquina, procesadora/pescado"
"8273","Operador de máquina, procesamiento del grano"
"8276","Operador de máquina, producción/azúcar"
"8139","Operador de máquina, producción/fibra de vidrio"
"8229","Operador de máquina, producción/gas de cloro"
"8159","Operador de máquina, producción/gas de hulla"
"8229","Operador de máquina, producción/gas halógeno"
"8229","Operador de máquina, producción/hidrógeno gaseoso"
"8163","Operador de máquina, producción/hielo"
"8275","Operador de máquina, producción/jugos de frutas"
"8275","Operador de máquina, producción/jugos vegetales"
"8278","Operador de máquina, producción/licores"
"8278","Operador de máquina, producción/malta"
"8290","Operador de máquina, producción/microplaquetas (silicio)"
"8229","Operador de máquina, producción/plomo"
"8212","Operador de máquina, productos de amianto-cemento"
"8231","Operador de máquina, productos de caucho"
"8279","Operador de máquina, productos del tabaco"
"8212","Operador de máquina, productos minerales"
"8224","Operador de máquina, productos para fotografía"
"8212","Operador de máquina, productos prefabricados de hormigón"
"8131","Operador de máquina, pulidora/cerámica"
"8212","Operador de máquina, pulidora/diamantes industriales"
"8240","Operador de máquina, pulidora/madera"
"8232","Operador de máquina, pulidora/material plástico"
"8211","Operador de máquina, pulidora/metales"
"8223","Operador de máquina, pulidora/metalurgia"
"8212","Operador de máquina, pulidora/piedra"
"8223","Operador de máquina, pulidora/piezas de metal colado"
"8131","Operador de máquina, pulidora/vidrio óptico"
"8131","Operador de máquina, pulidora/vidrio plano"
"8112","Operador de máquina, pulverizadora"
"8276","Operador de máquina, pulverizadora/azúcar"
"8151","Operador de máquina, pulverizadora/tratamientos químicos y"
"8112","Operador de máquina, quebrantadora/carbón"
"8112","Operador de máquina, quebrantadora/giratoria"
"8112","Operador de máquina, quebrantadora/mineral"
"8112","Operador de máquina, quebrantadora/piedra"
"8112","Operador de máquina, quebrantadora/roca"
"8151","Operador de máquina, quebrantadora/tratamientos químicos y"
"8211","Operador de máquina, ranuradora"
"8231","Operador de máquina, recauchadora/neumáticos"
"8211","Operador de máquina, rectificadora/máquinas-herramientas"
"8211","Operador de máquina, rectificadora/metales"
"8223","Operador de máquina, recubridora/alambre"
"8223","Operador de máquina, recubridora/metales"
"8276","Operador de máquina, refinación continua/azúcar"
"8275","Operador de máquina, refinación/aceites y grasas"
"8276","Operador de máquina, refinación/azúcar"
"8142","Operador de máquina, refinación/pasta para papel"
"8272","Operador de máquina, refrigeradora/productos lácteos"
"8211","Operador de máquina, remachadora"
"8211","Operador de máquina, remachadora/metales"
"8274","Operador de máquina, reposterías"
"8261","Operador de máquina, retorcedora/hilo e hilaza"
"8224","Operador de máquina, revelado/fotografías"
"8224","Operador de máquina, revelado/películas cinematográficas"
"8224","Operador de máquina, revelado/películas de cine"
"8224","Operador de máquina, revelado/películas fotográficas"
"8332","Operador de máquina, revestimiento de carreteras"
"8290","Operador de máquina, rotuladora"
"8111","Operador de máquina, rozadora/minas"
"8143","Operador de máquina, secado y terminación"
"8264","Operador de máquina, secado/prendas de vestir"
"8264","Operador de máquina, secado/productos textiles"
"8275","Operador de máquina, secadora/alimentos"
"8141","Operador de máquina, secadora/madera"
"8290","Operador de máquina, selladora"
"8290","Operador de máquina, señalización/carreteras"
"8153","Operador de máquina, separadora-centrifugadora/tratamientos"
"8153","Operador de máquina, separadora/tratamientos químicos y similares"
"7212","Operador de máquina, soldadora/arco eléctrico"
"8269","Operador de máquina, sombrerería"
"8131","Operador de máquina, sopladora/vidrio"
"8211","Operador de máquina, taladradora/metales"
"8232","Operador de máquina, taladradora/objetos de material plástico"
"8240","Operador de máquina, talla/madera"
"8232","Operador de máquina, talla/material plástico"
"8112","Operador de máquina, tamizadora/minerales"
"8142","Operador de máquina, tamizadora/pasta para papel"
"8262","Operador de máquina, tejedora"
"8262","Operador de máquina, tejedora/alfombras"
"8262","Operador de máquina, tejedora/calcetería"
"8262","Operador de máquina, tejedora/encajes"
"8262","Operador de máquina, tejedora/género de punto"
"8262","Operador de máquina, tejedora/vestimenta"
"8131","Operador de máquina, templado/vidrio"
"8265","Operador de máquina, tintura/cueros"
"8264","Operador de máquina, tintura/fibras textiles"
"8264","Operador de máquina, tintura/hilados"
"8264","Operador de máquina, tintura/prendas de vestir"
"8264","Operador de máquina, tintura/telas"
"8224","Operador de máquina, tiraje/fotografías (blanco y negro)"
"8224","Operador de máquina, tiraje/fotografías (color)"
